Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Revenue_Per_Month,Customer_Value,Service_Count,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn_Probability,Risk_Segment,Retention_Recommendation,Potential_Revenue_Saved
17,64.7,1093.1,1,74,3022,60.727777777777774,1099.9,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0.73,Medium Risk,Security Upgrade Offer,776.4000000000001
5,69.7,316.9,1,66,2454,52.81666666666666,348.5,1,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.655,Medium Risk,Security Upgrade Offer,836.4000000000001
34,106.35,3549.25,1,65,2941,101.40714285714286,3615.9,6,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.23,Low Risk,Standard Customer Engagement,1276.1999999999998
11,97.85,1105.4,1,70,5674,92.11666666666667,1076.35,5,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0.865,High Risk,Offer 15% Discount,1174.1999999999998
2,80.65,144.15,1,90,5586,48.05,161.3,2,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.905,High Risk,Offer 15% Discount,967.8000000000001
15,99.1,1426.4,1,82,2966,89.15,1486.5,5,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.75,Medium Risk,5% Discount Offer,1189.1999999999998
8,80.65,633.3,1,69,5302,70.36666666666666,645.2,3,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.53,Medium Risk,5% Discount Offer,967.8000000000001
18,95.45,1752.55,1,81,3179,92.23947368421052,1718.1,4,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.86,High Risk,Offer 15% Discount,1145.4
9,94.4,857.25,1,96,5571,85.725,849.6,4,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.855,High Risk,Offer 15% Discount,1132.8000000000002
1,79.35,79.35,1,87,2483,39.675,79.35,2,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.935,High Risk,Welcome Retention Package,952.1999999999999
7,75.15,496.9,1,70,3457,62.1125,526.0500000000001,2,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.805,High Risk,Welcome Retention Package,901.8000000000001
12,78.95,927.35,1,86,5806,71.33461538461539,947.4,3,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.92,High Risk,Free Premium Support,947.4000000000001
5,21.05,113.85,1,66,2604,18.975,105.25,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.635,Medium Risk,Security Upgrade Offer,252.60000000000002
25,98.5,2514.5,1,88,5337,96.71153846153848,2462.5,5,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.895,High Risk,Offer 15% Discount,1182.0
68,110.0,7611.85,1,86,5034,110.31666666666668,7480.0,7,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.9,High Risk,Offer 15% Discount,1320.0
55,96.75,5238.9,1,75,5154,93.55178571428571,5321.25,5,True,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.18,Low Risk,VIP Customer Benefits,1161.0
37,76.5,2868.15,1,67,2793,75.47763157894737,2830.5,2,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.215,Low Risk,Standard Customer Engagement,918.0
10,100.25,1064.65,1,87,5998,96.78636363636365,1002.5,5,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.925,High Risk,Offer 15% Discount,1203.0
3,74.4,229.55,1,76,4415,57.3875,223.2,2,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.89,High Risk,Welcome Retention Package,892.8000000000001
27,78.05,2135.5,1,95,4638,76.26785714285714,2107.35,3,False,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.665,Medium Risk,Security Upgrade Offer,936.5999999999999
25,58.6,1502.65,1,99,4190,57.79423076923077,1465.0,5,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.925,High Risk,Free Premium Support,703.2
1,35.45,35.45,1,80,2301,17.725,35.45,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.955,High Risk,Welcome Retention Package,425.40000000000003
2,44.35,81.25,1,76,2570,27.08333333333333,88.7,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.855,High Risk,Welcome Retention Package,532.2
1,70.45,70.45,1,76,3964,35.225,70.45,1,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.76,Medium Risk,Security Upgrade Offer,845.4000000000001
8,71.15,563.65,1,66,2662,62.62777777777777,569.2,5,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0.695,Medium Risk,Loyalty Reward Program,853.8000000000001
1,45.65,45.65,1,73,2600,22.825,45.65,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.94,High Risk,Welcome Retention Package,547.8
7,95.0,655.5,1,94,2786,81.9375,665.0,4,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.965,High Risk,Offer 15% Discount,1140.0
20,82.4,1592.35,1,86,5719,75.82619047619048,1648.0,3,False,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.88,High Risk,Offer 15% Discount,988.8000000000001
4,70.9,273.0,1,75,4287,54.6,283.6,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.925,High Risk,Welcome Retention Package,850.8000000000001
58,45.3,2651.2,1,100,5444,44.93559322033898,2627.4,3,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.92,High Risk,Free Online Security,543.5999999999999
2,104.4,242.8,1,83,4690,80.93333333333334,208.8,6,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.925,High Risk,Offer 15% Discount,1252.8000000000002
53,94.85,5000.2,1,80,4328,92.59629629629627,5027.049999999999,4,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0.725,Medium Risk,5% Discount Offer,1138.1999999999998
15,74.45,1145.7,1,99,5717,71.60625,1116.75,2,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.945,High Risk,Free Online Security,893.4000000000001
7,76.45,503.6,1,81,4419,62.95,535.15,2,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.79,Medium Risk,Loyalty Reward Program,917.4000000000001
1,29.95,29.95,1,95,4534,14.975,29.95,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.905,High Risk,Welcome Retention Package,359.4
8,84.5,662.65,1,86,2152,73.62777777777778,676.0,3,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.945,High Risk,Offer 15% Discount,1014.0
13,79.25,1111.65,1,73,5142,79.40357142857144,1030.25,3,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.795,Medium Risk,Security Upgrade Offer,951.0
1,24.8,24.8,1,94,4851,12.4,24.8,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.93,High Risk,Welcome Retention Package,297.6
6,91.0,531.0,1,94,2283,75.85714285714286,546.0,4,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.96,High Risk,Offer 15% Discount,1092.0
1,79.9,79.9,1,98,3394,39.95,79.9,2,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.935,High Risk,Welcome Retention Package,958.8000000000001
19,106.6,1934.45,1,71,3764,96.7225,2025.4,6,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.735,Medium Risk,5% Discount Offer,1279.1999999999998
2,46.0,84.5,1,76,2667,28.166666666666668,92.0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.89,High Risk,Welcome Retention Package,552.0
4,70.15,268.35,1,67,2227,53.67,280.6,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.87,High Risk,Welcome Retention Package,841.8000000000001
4,50.05,179.35,1,82,3394,35.87,200.2,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.845,High Risk,Welcome Retention Package,600.5999999999999
1,55.2,55.2,1,81,3638,27.6,55.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.97,High Risk,Welcome Retention Package,662.4000000000001
1,84.6,84.6,1,66,2484,42.3,84.6,3,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.84,High Risk,Offer 15% Discount,1015.1999999999999
2,54.4,114.1,1,81,2556,38.03333333333333,108.8,3,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.965,High Risk,Welcome Retention Package,652.8
11,95.0,1120.3,1,85,5980,93.35833333333332,1045.0,4,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.935,High Risk,Offer 15% Discount,1140.0
15,74.4,1074.3,1,86,4616,67.14375,1116.0,2,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.975,High Risk,Free Online Security,892.8000000000001
1,48.55,48.55,1,77,5687,24.275,48.55,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.85,High Risk,Welcome Retention Package,582.5999999999999
2,70.4,147.15,1,75,5687,49.05,140.8,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.81,High Risk,Welcome Retention Package,844.8000000000001
1,40.2,40.2,1,65,5828,20.1,40.2,2,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.925,High Risk,Welcome Retention Package,482.40000000000003
2,44.6,80.55,1,99,4884,26.85,89.2,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.955,High Risk,Welcome Retention Package,535.2
3,41.15,132.2,1,96,2314,33.05,123.45,2,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.9,High Risk,Welcome Retention Package,493.79999999999995
13,106.9,1364.3,1,84,2494,97.45,1389.7,6,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.935,High Risk,Offer 15% Discount,1282.8000000000002
59,19.35,1099.6,1,83,5084,18.326666666666664,1141.65,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.83,High Risk,Free Online Security,232.20000000000002
16,94.45,1511.2,1,81,3810,88.89411764705882,1511.2,4,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.955,High Risk,Offer 15% Discount,1133.4
1,24.8,24.8,1,73,5087,12.4,24.8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.885,High Risk,Welcome Retention Package,297.6
1,70.6,70.6,1,69,3338,35.3,70.6,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.92,High Risk,Welcome Retention Package,847.1999999999999
5,85.4,401.1,1,80,3676,66.85000000000001,427.0,4,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.945,High Risk,Offer 15% Discount,1024.8000000000002
52,105.05,5624.85,1,65,4839,106.12924528301888,5462.599999999999,6,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.685,Medium Risk,5% Discount Offer,1260.6
18,95.15,1779.95,1,68,4643,93.68157894736842,1712.7,4,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.5,Medium Risk,5% Discount Offer,1141.8000000000002
1,70.0,70.0,1,97,4094,35.0,70.0,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.99,High Risk,Welcome Retention Package,840.0
8,74.5,606.55,1,80,4345,67.39444444444445,596.0,2,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.91,High Risk,Welcome Retention Package,894.0
10,44.85,435.4,1,83,4061,39.58181818181818,448.5,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.905,High Risk,Welcome Retention Package,538.2
24,76.1,1712.7,1,98,2018,68.508,1826.4,2,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.84,High Risk,Free Online Security,913.1999999999999
1,73.6,73.6,1,80,2565,36.8,73.6,2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.915,High Risk,Welcome Retention Package,883.1999999999999
4,95.45,396.1,1,85,3677,79.22,381.8,4,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.995,High Risk,Offer 15% Discount,1145.4
32,74.9,2303.35,1,69,4105,69.79848484848485,2396.8,2,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.805,High Risk,Free Online Security,898.8000000000001
5,80.6,415.55,1,69,5715,69.25833333333334,403.0,2,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.915,High Risk,Offer 15% Discount,967.1999999999999
38,80.3,3058.65,1,81,2071,78.42692307692307,3051.4,6,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,0.91,High Risk,Offer 15% Discount,963.5999999999999
24,93.15,2231.05,1,73,2212,89.242,2235.6000000000004,4,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.87,High Risk,Offer 15% Discount,1117.8000000000002
54,82.45,4350.1,1,83,4149,79.09272727272727,4452.3,7,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,0.92,High Risk,Offer 15% Discount,989.4000000000001
2,70.35,139.05,1,73,2671,46.35,140.7,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.895,High Risk,Welcome Retention Package,844.1999999999999
7,73.85,511.25,1,67,2473,63.90625,516.9499999999999,2,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.92,High Risk,Welcome Retention Package,886.1999999999999
2,80.6,155.8,1,92,2683,51.93333333333334,161.2,3,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.955,High Risk,Offer 15% Discount,967.1999999999999
68,75.8,5293.95,1,81,4903,76.72391304347826,5154.4,6,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,0.83,High Risk,Free Online Security,909.5999999999999
43,104.6,4759.85,1,91,5250,108.1784090909091,4497.8,6,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0.955,High Risk,Offer 15% Discount,1255.1999999999998
63,103.4,6603.0,1,98,4352,103.171875,6514.200000000001,6,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.955,High Risk,Offer 15% Discount,1240.8000000000002
2,90.4,168.2,1,76,4157,56.06666666666666,180.8,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.95,High Risk,Offer 15% Discount,1084.8000000000002
4,84.8,371.9,1,73,4939,74.38,339.2,4,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.96,High Risk,Offer 15% Discount,1017.5999999999999
21,41.9,840.1,1,97,4778,38.18636363636364,879.9,2,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.925,High Risk,Free Premium Support,502.79999999999995
10,80.25,846.0,1,85,3598,76.9090909090909,802.5,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.975,High Risk,Offer 15% Discount,963.0
27,30.75,805.1,1,91,2927,28.75357142857143,830.25,1,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.96,High Risk,Free Premium Support,369.0
5,96.5,492.55,1,98,5383,82.09166666666667,482.5,4,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.98,High Risk,Offer 15% Discount,1158.0
2,85.65,181.5,1,73,3878,60.5,171.3,3,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.975,High Risk,Offer 15% Discount,1027.8000000000002
25,104.95,2566.5,1,66,3642,98.71153846153848,2623.75,6,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.845,High Risk,Offer 15% Discount,1259.4
1,50.65,50.65,1,76,2431,25.325,50.65,2,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.79,Medium Risk,Security Upgrade Offer,607.8
1,90.85,90.85,1,81,3424,45.425,90.85,4,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.955,High Risk,Offer 15% Discount,1090.1999999999998
11,19.95,214.75,1,80,5888,17.895833333333332,219.45,1,True,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.69,Medium Risk,Security Upgrade Offer,239.39999999999998
55,85.45,4874.7,1,100,5502,87.04821428571428,4699.75,4,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.94,High Risk,Offer 15% Discount,1025.4
34,73.95,2524.45,1,94,5795,72.12714285714286,2514.3,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.94,High Risk,Free Online Security,887.4000000000001
69,99.45,7007.6,1,80,4020,100.10857142857144,6862.05,5,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0.53,Medium Risk,5% Discount Offer,1193.4
1,19.9,19.9,1,92,3351,9.95,19.9,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.95,High Risk,Welcome Retention Package,238.79999999999998
1,19.6,19.6,1,95,3448,9.8,19.6,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.925,High Risk,Welcome Retention Package,235.20000000000002
3,81.35,233.7,1,73,2818,58.425,244.05,3,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.96,High Risk,Offer 15% Discount,976.1999999999999
22,83.3,1845.9,1,88,3804,80.25652173913043,1832.6,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.945,High Risk,Offer 15% Discount,999.5999999999999
1,75.3,75.3,1,67,4902,37.65,75.3,2,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.935,High Risk,Welcome Retention Package,903.5999999999999
61,19.4,1182.55,1,82,4221,19.073387096774194,1183.4,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.83,High Risk,Free Online Security,232.79999999999998
12,45.4,518.9,1,68,2887,39.91538461538461,544.8,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.73,Medium Risk,Security Upgrade Offer,544.8
60,105.9,6396.45,1,84,4105,104.85983606557376,6354.0,6,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.94,High Risk,Offer 15% Discount,1270.8000000000002
1,69.55,69.55,1,73,2792,34.775,69.55,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.98,High Risk,Welcome Retention Package,834.5999999999999
28,81.05,2227.1,1,98,5201,76.79655172413793,2269.4,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.84,High Risk,Offer 15% Discount,972.5999999999999
4,101.15,385.9,1,84,4417,77.17999999999999,404.6,5,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,0.98,High Risk,Offer 15% Discount,1213.8000000000002
7,99.8,673.25,1,98,2031,84.15625,698.6,5,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.985,High Risk,Offer 15% Discount,1197.6
13,55.95,734.35,1,91,4498,52.45357142857143,727.35,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.84,High Risk,Free Online Security,671.4000000000001
1,55.0,55.0,1,71,4877,27.5,55.0,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.875,High Risk,Welcome Retention Package,660.0
1,74.7,74.7,1,80,5980,37.35,74.7,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.96,High Risk,Welcome Retention Package,896.4000000000001
24,80.25,1861.5,1,77,4418,74.46,1926.0,3,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.92,High Risk,Offer 15% Discount,963.0
5,96.1,453.4,1,66,4192,75.56666666666666,480.5,4,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.925,High Risk,Offer 15% Discount,1153.1999999999998
