CustomerID,Gender,Tenure_Months,Contract,Monthly_Charges,Total_Charges,Churn_value
0137-OCGAB,Female,1,Month-to-month,80.19999694824219,80.19999694824219,1
0137-UDEUO,Female,3,Month-to-month,19.850000381469727,63.75,1
0139-IVFJG,Female,2,Month-to-month,90.3499984741211,190.5,0
0141-YEAYS,Female,27,Month-to-month,86.44999694824219,2401.050048828125,0
0142-GVYSN,Male,26,Month-to-month,20.299999237060547,511.25,0
0147-ESWWR,Female,39,Month-to-month,101.25,3949.14990234375,0
0148-DCDOS,Male,25,Month-to-month,94.69999694824219,2362.10009765625,1
0151-ONTOV,Female,1,Month-to-month,70.9000015258789,70.9000015258789,1
0156-FVPTA,Male,22,Month-to-month,54.20000076293945,1152.699951171875,1
0164-APGRB,Female,72,Two year,114.9000015258789,8496.7001953125,0
0164-XAIRP,Female,24,Two year,19.549999237060547,470.20001220703125,0
0168-XZKBB,Female,19,Month-to-month,86.8499984741211,1564.4000244140625,0
0174-QRVVY,Male,71,Two year,25.350000381469727,1847.550048828125,0
0177-PXBAT,Male,33,Month-to-month,109.9000015258789,3694.699951171875,0
0178-CIIKR,Female,3,Month-to-month,19.950000762939453,58.0,0
0178-SZBHO,Male,47,Month-to-month,87.19999694824219,4017.449951171875,0
0181-RITDD,Male,62,Two year,108.1500015258789,6825.64990234375,0
0186-CAERR,Male,71,One year,116.30000305175781,8309.5498046875,0
0187-QSXOE,Male,7,Month-to-month,89.0,605.4500122070312,0
0187-WZNAB,Female,27,Month-to-month,74.4000015258789,1972.3499755859375,0
0188-GWFLE,Male,2,Month-to-month,20.049999237060547,33.70000076293945,0
0191-EQUUH,Female,25,Two year,35.04999923706055,844.4500122070312,0
0191-ZHSKZ,Male,30,Month-to-month,74.75,2111.300048828125,0
0193-ESZXP,Female,58,One year,105.5,6205.5,1
0195-IESCP,Male,10,Month-to-month,85.25,855.2999877929688,1
0196-JTUQI,Female,9,Month-to-month,75.19999694824219,633.8499755859375,0
0196-VULGZ,Female,6,Month-to-month,84.3499984741211,474.8999938964844,1
0197-PNKNK,Female,69,One year,84.44999694824219,5848.60009765625,0
0201-MIBOL,Female,66,Two year,102.4000015258789,6471.85009765625,0
0201-OAMXR,Female,70,One year,115.55000305175781,8127.60009765625,1
0203-HHYIJ,Male,25,One year,25.299999237060547,676.3499755859375,1
0206-OYVOC,Female,46,Two year,19.25,864.2000122070312,0
0206-TBWLC,Female,54,One year,114.6500015258789,6049.5,0
0207-MDKNV,Female,15,Month-to-month,105.0999984741211,1582.75,1
0208-BPQEJ,Female,12,Month-to-month,19.399999618530273,198.10000610351562,0
0212-ISBBF,Female,22,Month-to-month,50.349998474121094,1098.8499755859375,0
0214-JHPFW,Female,70,Two year,57.79999923706055,4039.300048828125,0
0215-BQKGS,Male,30,Month-to-month,84.30000305175781,2438.60009765625,0
0218-QNVAS,Male,71,One year,100.55000305175781,7113.75,0
0219-QAERP,Male,30,One year,19.799999237060547,576.6500244140625,0
0219-YTZUE,Male,4,Month-to-month,84.80000305175781,371.8999938964844,1
0220-EBGCE,Male,2,Month-to-month,85.8499984741211,167.3000030517578,1
0221-NAUXK,Male,10,One year,19.950000762939453,219.5,0
0221-WMXNQ,Male,4,Month-to-month,75.3499984741211,273.3999938964844,0
0222-CNVPT,Male,52,Month-to-month,48.79999923706055,2555.050048828125,0
0224-HJAPT,Male,5,Month-to-month,47.150001525878906,223.14999389648438,1
0224-NIJLP,Male,8,Two year,20.149999618530273,165.5,0
0224-RLWWD,Female,2,Month-to-month,44.29999923706055,89.30000305175781,0
0225-ZORZP,Male,3,Month-to-month,84.30000305175781,235.0500030517578,0
0228-MAUWC,Male,19,Month-to-month,59.54999923706055,1144.5999755859375,0
0229-LFJAF,Male,72,Two year,69.6500015258789,4908.25,0
0230-UBYPQ,Male,63,One year,36.099998474121094,2298.89990234375,0
0230-WEQUW,Male,66,Two year,56.599998474121094,3789.199951171875,0
0231-LXVAP,Male,1,Month-to-month,75.9000015258789,75.9000015258789,1
0233-FTHAV,Female,60,One year,79.19999694824219,4765.0,0
0234-TEVTT,Female,48,One year,45.0,2196.300048828125,0
0235-KGSLC,Female,1,Month-to-month,85.55000305175781,85.55000305175781,1
0236-HFWSV,Male,15,Month-to-month,93.3499984741211,1444.6500244140625,1
0237-YFUTL,Female,50,Month-to-month,109.6500015258789,5405.7998046875,0
0238-WHBIQ,Male,72,Two year,89.69999694824219,6339.2998046875,0
0239-OXEXL,Female,46,Month-to-month,84.25,3847.60009765625,0
0244-LGNFY,Female,72,Two year,92.6500015258789,6733.0,0
0247-SLUJI,Male,1,Month-to-month,19.700000762939453,19.700000762939453,0
0248-IPDFW,Female,1,Month-to-month,50.099998474121094,50.099998474121094,0
0248-PGHBZ,Female,67,Two year,92.44999694824219,6140.85009765625,0
0253-ZTEOB,Female,48,Two year,79.6500015258789,3870.300048828125,0
0254-FNMCI,Female,72,Two year,109.9000015258789,7624.2001953125,0
0254-KCJGT,Male,52,One year,81.4000015258789,4354.4501953125,0
0254-WWRKD,Female,67,One year,50.54999923706055,3431.75,0
0256-LTHVJ,Female,28,Month-to-month,81.05000305175781,2227.10009765625,1
0257-KXZGU,Female,32,Month-to-month,62.45000076293945,2045.550048828125,0
0257-ZESQC,Female,27,Month-to-month,75.19999694824219,1929.3499755859375,1
0258-NOKBL,Male,3,Month-to-month,90.4000015258789,268.45001220703125,0
0259-GBZSH,Male,2,Month-to-month,85.6500015258789,181.5,1
0260-ZDLGK,Female,9,Month-to-month,72.9000015258789,651.4000244140625,1
0263-FJTQO,Male,50,Two year,70.5,3486.64990234375,0
0264-CNITK,Female,71,Two year,20.100000381469727,1389.5999755859375,0
0265-EDXBD,Male,32,Month-to-month,74.9000015258789,2303.35009765625,1
0265-PSUAE,Female,16,Month-to-month,100.69999694824219,1522.699951171875,0
0266-CLZKZ,Female,67,Two year,105.6500015258789,6717.89990234375,0
0266-GMEAO,Male,72,Two year,114.30000305175781,8058.5498046875,0
0268-QKIWO,Female,3,Month-to-month,19.75,58.849998474121094,1
0269-XFESX,Male,23,One year,24.350000381469727,538.5,0
0270-THENM,Male,72,Two year,69.8499984741211,5102.35009765625,0
0274-JKUJR,Male,7,Month-to-month,58.849998474121094,465.70001220703125,0
0277-BKSQP,Male,8,Month-to-month,54.400001525878906,475.1000061035156,0
0277-ORXQS,Male,66,Two year,50.54999923706055,3364.550048828125,0
0278-YXOOG,Male,5,Month-to-month,21.049999237060547,113.8499984741211,1
0280-XJGEX,Male,49,Month-to-month,103.69999694824219,5036.2998046875,1
0281-CNTZX,Male,63,Two year,19.950000762939453,1234.800048828125,0
0282-NVSJS,Female,12,Month-to-month,29.299999237060547,355.8999938964844,0
0285-INHLN,Male,27,Month-to-month,54.75,1510.300048828125,0
0289-IVARM,Female,35,Month-to-month,60.54999923706055,1982.5999755859375,0
0292-WEGCH,Female,54,Month-to-month,86.19999694824219,4524.0498046875,0
0295-PPHDO,Male,1,Month-to-month,95.44999694824219,95.44999694824219,1
0295-QVKPB,Male,5,Month-to-month,63.95000076293945,318.1000061035156,0
0297-RBCSG,Male,19,One year,65.3499984741211,1231.8499755859375,0
0298-XACET,Male,52,Two year,50.20000076293945,2554.0,0
0301-FIDRB,Female,72,Two year,63.79999923706055,4684.2998046875,0
0301-KOBTQ,Male,32,Two year,20.049999237060547,614.4500122070312,0
0302-JOIVN,Female,8,Month-to-month,101.1500015258789,842.9000244140625,1
0303-UNCIP,Male,41,One year,65.0,2531.800048828125,0
0303-WMMRN,Male,5,Month-to-month,19.25,86.05000305175781,0
0305-SQECB,Female,11,One year,36.04999923706055,402.6000061035156,0
0306-JAELE,Male,5,Month-to-month,96.0999984741211,453.3999938964844,1
0307-BCOPK,Female,16,One year,19.049999237060547,326.6499938964844,0
0308-GIQJT,Male,71,One year,105.75,7382.85009765625,0
0308-IVGOK,Female,11,One year,40.400001525878906,422.6000061035156,0
0310-MVLET,Female,61,Month-to-month,99.1500015258789,6010.0498046875,1
0310-SUCIN,Female,71,One year,84.80000305175781,6046.10009765625,0
0310-VQXAM,Male,9,Month-to-month,19.850000381469727,178.8000030517578,0
0311-QYWSS,Female,6,Month-to-month,49.45000076293945,314.6000061035156,0
0311-UNPFF,Female,26,Month-to-month,88.80000305175781,2274.35009765625,1
0314-TKOSI,Female,6,Month-to-month,55.150001525878906,322.8999938964844,0
0315-LVCRK,Male,11,Month-to-month,84.80000305175781,888.75,0
0318-QUUOB,Male,1,Month-to-month,80.55000305175781,80.55000305175781,1
0318-ZOPWS,Female,49,Two year,20.149999618530273,973.3499755859375,0
0319-QZTCO,Female,3,Month-to-month,58.70000076293945,168.60000610351562,0
0320-DWVTU,Female,53,Two year,99.5,5424.25,0
0320-JDNQG,Male,23,Month-to-month,99.8499984741211,2331.300048828125,1
0322-CHQRU,Male,2,Month-to-month,45.349998474121094,89.5,1
0322-YINQP,Male,1,Month-to-month,48.54999923706055,48.54999923706055,1
0323-XWWTN,Male,3,Two year,26.399999618530273,121.25,0
0324-BRPCJ,Female,68,Month-to-month,100.19999694824219,6851.64990234375,1
0325-XBFAC,Male,8,Month-to-month,94.69999694824219,740.2999877929688,1
0326-VDYXE,Female,70,One year,97.6500015258789,6982.5,0
0327-WFZSY,Male,39,One year,100.0,3835.550048828125,0
0328-GRPMV,Female,1,Month-to-month,70.0999984741211,70.0999984741211,1
0329-GTIAJ,Female,3,Month-to-month,97.9000015258789,315.29998779296875,1
0330-BGYZE,Male,60,One year,102.5,6157.60009765625,0
0330-IVZHA,Female,5,Month-to-month,69.94999694824219,330.1499938964844,1
0334-GDDSO,Male,3,Month-to-month,81.3499984741211,233.6999969482422,1
0334-ZFJSR,Female,55,One year,66.05000305175781,3462.10009765625,0
0336-KXKFK,Male,72,Two year,61.20000076293945,4390.25,0
0336-PIKEI,Male,72,Two year,74.4000015258789,5360.75,0
0337-CNPZE,Female,41,Month-to-month,106.30000305175781,4443.4501953125,1
0343-QLUZP,Male,60,Two year,39.599998474121094,2424.5,0
0345-HKJVM,Female,6,Month-to-month,89.30000305175781,577.5999755859375,1
0345-XMMUG,Female,46,Two year,108.9000015258789,4854.2998046875,0
0347-UBKUZ,Female,15,Month-to-month,19.899999618530273,320.45001220703125,0
0348-SDKOL,Female,58,Month-to-month,102.0999984741211,5885.39990234375,1
0354-VXMJC,Male,23,Two year,19.600000381469727,426.6499938964844,0
0354-WYROK,Female,31,Month-to-month,98.9000015258789,2911.300048828125,1
0356-ERHVT,Male,11,Month-to-month,45.900001525878906,521.9000244140625,0
0356-OBMAC,Female,56,Two year,99.9000015258789,5706.2998046875,0
0357-NVCRI,Female,25,Month-to-month,20.049999237060547,471.70001220703125,0
0361-HJRDX,Female,68,Two year,64.3499984741211,4539.60009765625,0
0362-RAOQO,Female,40,Two year,19.649999618530273,830.25,0
0362-ZBZWJ,Male,36,Month-to-month,84.9000015258789,3067.199951171875,1
0363-QJVFX,Male,32,Month-to-month,108.1500015258789,3432.89990234375,1
0363-SVHYR,Male,71,Two year,86.8499984741211,6263.7998046875,0
0365-BZUWY,Male,17,Month-to-month,102.55000305175781,1742.5,0
0365-GXEZS,Male,18,Month-to-month,78.19999694824219,1468.75,0
0365-TRTPY,Female,37,Month-to-month,91.19999694824219,3382.300048828125,0
0366-NQSHS,Male,2,Month-to-month,19.350000381469727,46.349998474121094,0
0369-ZGOVK,Female,28,One year,70.4000015258789,1992.199951171875,0
0373-AIVNJ,Male,9,One year,39.54999923706055,373.0,0
0374-AACSZ,Female,1,Month-to-month,50.150001525878906,50.150001525878906,0
0374-FIUCA,Male,65,Two year,20.399999618530273,1414.449951171875,0
0374-IOEGQ,Female,3,Month-to-month,44.599998474121094,122.69999694824219,0
0375-HVGXO,Female,1,Month-to-month,34.70000076293945,34.70000076293945,1
0376-OIWME,Male,36,Month-to-month,93.5999984741211,3366.050048828125,0
0376-YMCJC,Male,23,Month-to-month,90.5999984741211,1943.199951171875,1
0377-JBKKT,Male,22,Month-to-month,57.95000076293945,1271.800048828125,0
0378-CJKPV,Female,72,Two year,112.0999984741211,7965.9501953125,0
0378-NHQXU,Female,17,Month-to-month,88.25,1460.6500244140625,1
0378-TOVMS,Female,3,Month-to-month,85.80000305175781,272.20001220703125,1
0378-XSZPU,Male,58,One year,60.29999923706055,3563.800048828125,1
0379-DJQHR,Male,67,Two year,81.3499984741211,5398.60009765625,0
0380-NEAVX,Male,34,One year,99.8499984741211,3343.14990234375,0
0380-ZCSBI,Male,10,Month-to-month,20.0,198.6999969482422,0
0383-CLDDA,Female,69,Two year,85.3499984741211,5897.39990234375,0
0384-LPITE,Male,40,One year,62.04999923706055,2511.550048828125,0
0384-RVBPI,Male,20,Month-to-month,64.4000015258789,1398.5999755859375,0
0386-CWRGM,Female,46,Two year,19.399999618530273,967.8499755859375,0
0388-EOPEX,Female,2,Month-to-month,74.4000015258789,139.39999389648438,1
0390-DCFDQ,Female,1,Month-to-month,70.44999694824219,70.44999694824219,1
0392-BZIUW,Female,72,Two year,105.0,7589.7998046875,0
0394-YONDK,Male,70,Two year,25.149999618530273,1790.1500244140625,0
0396-HUJBP,Female,2,Month-to-month,19.299999237060547,44.400001525878906,0
0396-UKGAI,Male,23,Month-to-month,55.29999923706055,1284.199951171875,0
0396-YCHWO,Male,36,Month-to-month,95.4000015258789,3474.199951171875,0
0397-GZBBC,Male,59,Month-to-month,93.8499984741211,5574.75,1
0397-ZXWQF,Male,67,Two year,20.5,1430.949951171875,0
0401-WDBXM,Male,72,Two year,105.55000305175781,7542.25,0
0402-CQAJN,Female,37,Month-to-month,101.9000015258789,3545.35009765625,1
0402-OAMEN,Female,72,Two year,24.450000762939453,1709.0999755859375,0
0404-AHASP,Male,72,Two year,19.700000762939453,1421.9000244140625,0
0404-SWRVG,Male,3,Month-to-month,74.4000015258789,229.5500030517578,1
0406-BPDVR,Female,54,One year,101.5,5373.10009765625,1
0407-BDJKB,Male,60,Month-to-month,95.75,5742.89990234375,1
0409-WTMPL,Female,58,One year,110.6500015258789,6526.64990234375,0
0410-IPFTY,Female,31,Month-to-month,83.8499984741211,2674.14990234375,0
0411-EZJZE,Female,3,Month-to-month,60.25,170.5,0
0412-UCCNP,Male,55,Two year,59.20000076293945,3175.85009765625,0
0415-MOSGF,Female,1,Month-to-month,44.400001525878906,44.400001525878906,1
0419-YAAPX,Male,49,Month-to-month,85.30000305175781,4297.9501953125,0
0420-BWTPW,Male,8,Month-to-month,25.5,215.1999969482422,1
0420-HLGXF,Female,39,Month-to-month,99.75,4036.0,0
0420-TXVSG,Male,66,Two year,66.0999984741211,4428.4501953125,0
0422-OHQHQ,Female,15,One year,20.549999237060547,295.95001220703125,0
0422-UXFAP,Female,51,One year,98.8499984741211,4947.5498046875,0
0423-UDIJQ,Male,9,Month-to-month,49.20000076293945,447.8999938964844,0
0426-TIRNE,Female,1,Month-to-month,20.899999618530273,20.899999618530273,1
0428-AXXLJ,Male,25,One year,19.5,516.2999877929688,0
0428-IKYCP,Male,22,Month-to-month,87.0,1850.6500244140625,0
0430-IHCDJ,Male,15,Month-to-month,49.0,749.25,0
0431-APWVY,Female,28,One year,90.0999984741211,2598.949951171875,1
0432-CAJZV,Male,3,Month-to-month,90.69999694824219,237.64999389648438,0
0434-CSFON,Female,47,Month-to-month,100.5,4707.10009765625,0
0436-TWFFZ,Female,67,Two year,85.25,5714.2001953125,0
0439-IFYUN,Female,18,Month-to-month,74.69999694824219,1294.5999755859375,0
0440-EKDCF,Male,62,Two year,60.150001525878906,3753.199951171875,0
0440-MOGPM,Female,41,One year,80.55000305175781,3263.89990234375,0
0440-QEXBZ,Female,44,Month-to-month,50.150001525878906,2139.10009765625,0
0440-UEDAI,Female,53,One year,94.44999694824219,5042.75,0
0442-TDYUO,Male,48,Two year,20.049999237060547,1036.0,0
0442-ZXKVS,Female,54,One year,115.5999984741211,6431.0498046875,0
0447-BEMNG,Female,48,Month-to-month,45.29999923706055,2145.0,1
0447-RXSGD,Male,24,Month-to-month,99.6500015258789,2404.85009765625,0
0454-OKRCT,Male,33,Two year,80.5999984741211,2651.10009765625,0
0455-ENTCR,Male,66,Two year,85.25,5538.35009765625,0
0455-XFASS,Female,3,Month-to-month,69.55000305175781,200.1999969482422,0
0458-HEUZG,Female,13,Two year,35.400001525878906,450.3999938964844,0
0459-SPZHJ,Male,63,Two year,83.5,5435.0,0
0461-CVKMU,Female,23,Month-to-month,83.80000305175781,1900.25,1
0463-TXOAK,Male,52,Two year,25.600000381469727,1334.5,0
0463-WZZKO,Male,3,Month-to-month,20.75,67.0999984741211,0
0463-ZSDNT,Male,10,Month-to-month,56.75,503.25,0
0464-WJTKO,Female,72,Two year,20.100000381469727,1460.8499755859375,0
0468-YRPXN,Male,29,Month-to-month,98.80000305175781,2807.10009765625,0
0471-ARVMX,Female,62,One year,104.8499984741211,6312.89990234375,0
0471-LVHGK,Male,41,One year,73.0,3001.199951171875,1
0475-RIJEP,Male,43,Month-to-month,77.8499984741211,3365.85009765625,1
0479-HMSWA,Female,26,Two year,105.44999694824219,2715.300048828125,0
0480-BIXDE,Female,19,Month-to-month,96.80000305175781,1743.050048828125,0
0480-KYJVA,Female,72,Two year,24.25,1784.5,0
0481-SUMCB,Female,45,One year,102.1500015258789,4735.35009765625,0
0484-FFVBJ,Male,32,One year,64.8499984741211,2010.949951171875,0
0484-JPBRU,Male,41,Month-to-month,25.25,996.4500122070312,0
0485-ZBSLN,Male,65,Two year,24.75,1715.0999755859375,0
0486-HECZI,Male,55,Month-to-month,96.75,5238.89990234375,1
0486-LGCCH,Male,11,Two year,19.649999618530273,225.75,0
0487-CRLZF,Female,49,Two year,74.44999694824219,3721.89990234375,0
0487-RPVUM,Male,61,Month-to-month,99.4000015258789,5943.64990234375,0
0487-VVUVK,Male,25,Month-to-month,19.149999618530273,477.6000061035156,0
0488-GSLFR,Female,1,Month-to-month,69.5,69.5,1
0489-WMEMG,Female,23,One year,49.45000076293945,1119.3499755859375,0
0491-KAPQG,Male,21,Month-to-month,73.69999694824219,1558.699951171875,0
0495-RVCBF,Female,1,Month-to-month,79.69999694824219,79.69999694824219,1
0495-ZBNGW,Male,5,Month-to-month,79.9000015258789,343.95001220703125,1
0496-AHOOK,Male,24,One year,74.4000015258789,1712.9000244140625,0
0504-HHAPI,Female,27,Month-to-month,88.30000305175781,2467.75,1
0505-SPOOW,Female,70,Two year,19.799999237060547,1397.6500244140625,0
0506-LVNGN,Female,5,Month-to-month,75.55000305175781,349.6499938964844,1
0506-YLVKJ,Male,46,Two year,20.200000762939453,917.4500122070312,0
0508-OOLTO,Female,2,Month-to-month,71.6500015258789,135.75,0
0508-SQWPL,Female,57,Two year,20.100000381469727,1087.699951171875,0
0511-JTEOY,Female,1,Month-to-month,71.0999984741211,71.0999984741211,1
0512-FLFDW,Female,60,One year,100.5,6029.0,0
0513-RBGPE,Male,37,Two year,62.79999923706055,2278.75,0
0515-YPMCW,Male,1,Month-to-month,70.44999694824219,70.44999694824219,1
0516-OOHAR,Male,28,One year,100.3499984741211,2799.0,0
0516-QREYC,Female,24,Month-to-month,20.299999237060547,459.95001220703125,0
0516-UXRMT,Female,62,One year,92.05000305175781,5755.7998046875,0
0516-VRYBW,Female,18,One year,20.149999618530273,390.8500061035156,1
0516-WJVXC,Female,5,Month-to-month,54.20000076293945,308.25,1
0519-DRGTI,Female,20,Month-to-month,20.350000381469727,442.6000061035156,0
0519-XUZJU,Female,1,Month-to-month,70.75,70.75,1
0520-FDVVT,Male,35,One year,102.3499984741211,3626.10009765625,1
0523-VNGTF,Female,52,Month-to-month,50.5,2566.300048828125,0
0524-IAVZO,Female,30,Month-to-month,85.0,2624.25,1
0526-SXDJP,Male,72,Two year,42.099998474121094,2962.0,0
0529-ONKER,Male,15,Month-to-month,75.6500015258789,1146.6500244140625,1
0530-IJVDB,Male,70,Two year,114.5999984741211,7882.5,0
0531-XBKMM,Male,66,Two year,65.69999694824219,4378.89990234375,0
0531-ZZJWQ,Male,55,Month-to-month,74.0,4052.39990234375,0
0533-BNWKF,Female,55,Month-to-month,85.44999694824219,4874.7001953125,1
0533-UCAAU,Male,57,One year,71.0999984741211,4140.10009765625,0
0536-ACXIP,Female,72,Two year,109.55000305175781,8165.10009765625,0
0536-BGFMZ,Female,28,Month-to-month,20.5,563.0499877929688,0
0536-ESJEP,Male,54,Two year,74.55000305175781,4191.4501953125,0
0537-QYZZN,Male,24,Month-to-month,79.8499984741211,1857.75,0
0541-FITGH,Female,2,Month-to-month,62.150001525878906,113.0999984741211,0
0547-HURJB,Male,12,Month-to-month,21.049999237060547,235.8000030517578,0
0549-CYCQN,Male,51,One year,79.5999984741211,3974.699951171875,0
0550-DCXLH,Male,13,Month-to-month,73.3499984741211,931.5499877929688,0
0556-FJEGU,Male,58,Two year,70.0999984741211,4048.949951171875,0
0557-ASKVU,Female,18,One year,54.400001525878906,957.0999755859375,0
0559-CKHUS,Female,29,Two year,19.549999237060547,521.7999877929688,0
0562-FGDCR,Female,72,Two year,74.55000305175781,5430.64990234375,0
0562-HKHML,Male,71,Two year,23.899999618530273,1626.4000244140625,0
0562-KBDVM,Female,70,Two year,44.599998474121094,3058.14990234375,0
0564-JJHGS,Male,9,Month-to-month,95.5,829.0999755859375,1
0564-MUUQK,Female,20,Month-to-month,95.5,1916.199951171875,0
0565-IYCGT,Male,69,One year,78.5999984741211,5356.4501953125,1
0565-JUPYD,Male,63,One year,104.5,6590.7998046875,0
0567-GGCAC,Female,7,Month-to-month,61.400001525878906,438.8999938964844,0
