CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,Column1
0076-LVEPS,1,United States,California,Tujunga,91042,"34.296574, -118.244839",34.296573638916016,-118.24484252929688,Male,False,False,True,29,False,,DSL,True,True,True,True,False,False,Month-to-month,True,Mailed check,45.0,1242.449951171875,No,0,73,3290,,
0078-XZMHT,1,United States,California,Visalia,93291,"36.391777, -119.372842",36.39177703857422,-119.37284088134766,Male,False,True,False,72,True,True,DSL,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),85.1500015258789,6316.2001953125,No,0,76,6322,,
0080-EMYVY,1,United States,California,Lodi,95240,"38.123544, -121.159078",38.12354278564453,-121.1590805053711,Female,False,False,False,14,True,False,DSL,False,True,False,False,False,False,One year,False,Credit card (automatic),51.45000076293945,727.8499755859375,No,0,57,4298,,
0080-OROZO,1,United States,California,El Portal,95318,"37.654551, -119.822984",37.6545524597168,-119.82298278808594,Female,False,False,False,35,True,False,Fiber optic,False,False,True,True,True,True,One year,True,Electronic check,99.25,3532.0,No,0,36,3244,,
0082-LDZUE,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.62961959838867,-122.59321594238281,Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,44.29999923706055,44.29999923706055,No,0,57,4427,,
0082-OQIQY,1,United States,California,Farmington,95230,"37.956963, -120.863055",37.95696258544922,-120.86305236816406,Male,False,False,False,29,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,94.19999694824219,2607.60009765625,No,0,60,4561,,1.0
0083-PIVIK,1,United States,California,Tulelake,96134,"41.813521, -121.492666",41.81352233886719,-121.49266815185547,Male,False,False,False,64,True,True,DSL,True,True,True,True,True,False,One year,False,Electronic check,81.25,5567.5498046875,No,0,67,4761,,
0089-IIQKO,1,United States,California,Coleville,96107,"38.42528, -119.475741",38.4252815246582,-119.47573852539062,Female,False,True,True,39,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Credit card (automatic),99.94999694824219,3767.39990234375,No,0,43,4447,,1.0
0093-EXYQL,1,United States,California,Ojai,93023,"34.581308, -118.931948",34.58130645751953,-118.93194580078125,Female,True,False,False,40,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,91.55000305175781,3673.60009765625,No,0,59,5742,,1.0
0093-XWZFY,1,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.83279800415039,-116.2509765625,Male,False,False,False,40,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Credit card (automatic),104.5,4036.85009765625,Yes,1,93,2832,Competitor had better devices,1.0
0094-OIFMO,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.20729446411133,-118.4000244140625,Female,True,False,True,11,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,95.0,1120.300048828125,Yes,1,85,5980,Product dissatisfaction,1.0
0096-BXERS,1,United States,California,Inverness,94937,"38.099323, -122.945723",38.09932327270508,-122.94572448730469,Female,False,True,False,6,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,50.349998474121094,314.54998779296875,No,0,74,3442,,
0096-FCPUF,1,United States,California,Santa Rosa,95404,"38.526941, -122.709096",38.526939392089844,-122.70909881591797,Male,False,False,False,30,True,True,DSL,True,False,False,False,False,True,Month-to-month,True,Mailed check,64.5,1888.449951171875,No,0,48,5039,,
0098-BOWSO,1,United States,California,San Jose,95131,"37.387027, -121.897775",37.387027740478516,-121.89777374267578,Male,False,False,False,27,True,False,No,,,,,,,Month-to-month,True,Electronic check,19.399999618530273,529.7999877929688,No,0,39,3792,,
0100-DUVFC,1,United States,California,Wilmington,90744,"33.782068, -118.262263",33.782066345214844,-118.26226043701172,Male,True,True,False,70,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,104.80000305175781,7308.9501953125,No,0,57,5291,,
0103-CSITQ,1,United States,California,Modesto,95357,"37.670526, -120.877572",37.67052459716797,-120.87757110595703,Female,False,True,False,57,True,True,Fiber optic,False,True,True,True,True,True,One year,True,Bank transfer (automatic),109.4000015258789,6252.7001953125,No,0,65,6026,,
0104-PPXDV,1,United States,California,San Diego,92113,"32.697098, -117.116587",32.69709777832031,-117.11658477783203,Male,False,True,False,58,True,False,DSL,False,False,True,False,False,False,One year,False,Credit card (automatic),50.29999923706055,2878.550048828125,No,0,30,5232,,
0106-GHRQR,1,United States,California,Rancho Palos Verdes,90275,"33.753146, -118.367459",33.75314712524414,-118.36746215820312,Male,False,False,False,16,True,True,DSL,False,True,True,False,False,True,Month-to-month,True,Bank transfer (automatic),71.4000015258789,1212.0999755859375,No,0,39,3360,,
0106-UGRDO,1,United States,California,Kenwood,95452,"38.419525, -122.521585",38.419525146484375,-122.5215835571289,Female,False,True,False,69,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,116.0,8182.85009765625,No,0,37,4216,,
0107-WESLM,1,United States,California,West Point,95255,"38.41935, -120.469545",38.419349670410156,-120.46954345703125,Male,False,False,False,1,True,False,No,,,,,,,Month-to-month,True,Electronic check,19.850000381469727,19.850000381469727,Yes,1,66,3874,Attitude of support person,
0107-YHINA,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.0035514831543,-118.30892944335938,Male,False,False,False,1,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.75,99.75,Yes,1,93,4214,Attitude of support person,1.0
0111-KLBQG,1,United States,California,Morongo Valley,92256,"34.097863, -116.594561",34.097862243652344,-116.59455871582031,Male,True,True,True,32,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Mailed check,93.94999694824219,2861.449951171875,No,0,62,2844,,1.0
0112-QAWRZ,1,United States,California,Palo Verde,92266,"33.3249, -114.758334",33.32490158081055,-114.75833129882812,Male,False,True,True,16,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),90.80000305175781,1442.199951171875,No,0,66,5560,,1.0
0112-QWPNC,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39582824707031,-117.73456573486328,Male,False,True,False,49,True,True,DSL,True,False,True,True,True,True,One year,False,Electronic check,84.3499984741211,4059.35009765625,Yes,1,73,6452,Competitor offered higher download speeds,
0114-IGABW,1,United States,California,Cambria,93428,"35.591387, -121.032256",35.59138870239258,-121.03225708007812,Female,False,True,False,71,False,,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),58.25,4145.89990234375,No,0,76,5224,,
0114-PEGZZ,1,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.92355728149414,-122.0599365234375,Female,False,False,False,33,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,False,Electronic check,107.55000305175781,3645.5,No,0,33,4800,,1.0
0114-RSRRW,1,United States,California,Klamath,95548,"41.572813, -124.035011",41.572811126708984,-124.0350112915039,Female,False,True,False,10,True,False,No,,,,,,,Month-to-month,True,Bank transfer (automatic),19.950000762939453,187.75,No,0,54,3831,,
0115-TFERT,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.84165573120117,-119.79711151123047,Male,False,True,False,21,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Electronic check,111.19999694824219,2317.10009765625,Yes,1,89,4123,Attitude of service provider,1.0
0117-LFRMW,1,United States,California,Angwin,94508,"38.542448, -122.419923",38.54244613647461,-122.419921875,Male,False,True,True,37,False,,DSL,True,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),40.20000076293945,1448.800048828125,Yes,1,80,3627,Competitor offered more data,
0118-JPNOY,1,United States,California,Le Grand,95333,"37.249377, -120.249581",37.2493782043457,-120.24958038330078,Female,True,False,False,26,True,False,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Credit card (automatic),85.80000305175781,2193.64990234375,No,0,46,5700,,1.0
0121-SNYRK,1,United States,California,Redway,95560,"40.142256, -123.852927",40.14225769042969,-123.8529281616211,Male,False,False,False,50,False,,DSL,True,False,False,True,False,False,One year,True,Mailed check,35.400001525878906,1748.9000244140625,No,0,36,5052,,
0122-OAHPZ,1,United States,California,Oceanside,92057,"33.254497, -117.285879",33.25449752807617,-117.28588104248047,Female,False,False,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,73.8499984741211,511.25,Yes,1,67,2473,Price too high,1.0
0123-CRBRT,1,United States,California,Monterey Park,91755,"34.049172, -118.115022",34.049171447753906,-118.11502075195312,Female,False,True,False,61,True,True,DSL,True,True,True,True,True,True,Two year,False,Mailed check,88.0999984741211,5526.75,No,0,40,5152,,
0125-LZQXK,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.81858825683594,-120.25699615478516,Male,False,False,False,15,True,False,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,101.3499984741211,1553.949951171875,Yes,1,99,3025,Attitude of service provider,1.0
0128-MKWSG,1,United States,California,Stevenson Ranch,91381,"34.364153, -118.615583",34.36415481567383,-118.61558532714844,Female,False,False,True,26,False,,DSL,True,False,False,True,False,True,Month-to-month,False,Mailed check,45.79999923706055,1147.0,No,0,45,3287,,
0129-KPTWJ,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295166015625,-121.38825225830078,Male,False,True,False,72,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,94.6500015258789,6747.35009765625,No,0,20,5943,,1.0
0129-QMPDR,1,United States,California,La Puente,91746,"34.038983, -117.991372",34.03898239135742,-117.99137115478516,Male,False,True,False,44,True,False,No,,,,,,,One year,True,Bank transfer (automatic),20.5,865.0499877929688,No,0,59,3093,,
0130-SXOUN,1,United States,California,Glenhaven,95443,"39.045246, -122.743181",39.04524612426758,-122.74317932128906,Male,False,False,False,66,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Credit card (automatic),89.4000015258789,5976.89990234375,No,0,49,4889,,1.0
0133-BMFZO,1,United States,California,Alhambra,91803,"34.074736, -118.145959",34.074737548828125,-118.14595794677734,Female,False,False,False,2,True,False,Fiber optic,True,True,False,True,False,False,Month-to-month,True,Electronic check,86.25,181.64999389648438,Yes,1,94,3529,Competitor offered higher download speeds,1.0
0134-XWXCE,1,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.03152847290039,-118.49115753173828,Female,True,False,False,44,True,False,DSL,False,False,True,True,True,True,One year,False,Bank transfer (automatic),74.8499984741211,3268.050048828125,No,0,71,3253,,
0135-NMXAP,1,United States,California,Lodi,95240,"38.123544, -121.159078",38.12354278564453,-121.1590805053711,Female,False,False,False,12,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),89.75,1052.4000244140625,Yes,1,97,5671,Attitude of support person,1.0
0136-IFMYD,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.97361755371094,-118.2490234375,Male,True,True,False,69,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,109.94999694824219,7634.25,No,0,63,4297,,
0137-OCGAB,1,United States,California,Fairfield,94533,"38.287136, -122.02711",38.28713607788086,-122.02710723876953,Female,False,False,False,1,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Mailed check,80.19999694824219,80.19999694824219,Yes,1,90,3056,Lack of affordable download/upload speed,1.0
0137-UDEUO,1,United States,California,Stockton,95204,"37.974498, -121.319568",37.9744987487793,-121.31956481933594,Female,False,False,False,3,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.850000381469727,63.75,Yes,1,95,3398,Extra data charges,
0139-IVFJG,1,United States,California,Inyokern,93527,"36.041315, -118.188235",36.04131317138672,-118.188232421875,Female,False,True,False,2,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,90.3499984741211,190.5,No,0,29,5361,,1.0
0141-YEAYS,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415954589844,-118.07383728027344,Female,True,False,False,27,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Bank transfer (automatic),86.44999694824219,2401.050048828125,No,0,77,5990,,1.0
0142-GVYSN,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405723571777344,-117.77335357666016,Male,False,False,False,26,True,False,No,,,,,,,Month-to-month,True,Electronic check,20.299999237060547,511.25,No,0,68,5712,,
0147-ESWWR,1,United States,California,Atascadero,93422,"35.453912, -120.69461",35.45391082763672,-120.69461059570312,Female,True,True,False,39,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,101.25,3949.14990234375,No,0,77,3172,,1.0
0148-DCDOS,1,United States,California,Planada,95365,"37.329725, -120.306399",37.3297233581543,-120.306396484375,Male,False,False,False,25,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),94.69999694824219,2362.10009765625,Yes,1,82,5641,Price too high,1.0
0151-ONTOV,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.31294631958008,-118.85816955566406,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.9000015258789,70.9000015258789,Yes,1,78,4739,Attitude of support person,1.0
0156-FVPTA,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.62439727783203,-120.13787841796875,Male,False,True,False,22,True,False,DSL,True,False,False,True,False,False,Month-to-month,True,Electronic check,54.20000076293945,1152.699951171875,Yes,1,87,5102,Attitude of service provider,
0164-APGRB,1,United States,California,Calistoga,94515,"38.629618, -122.593216",38.62961959838867,-122.59321594238281,Female,False,False,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Electronic check,114.9000015258789,8496.7001953125,No,0,69,4589,,
0164-XAIRP,1,United States,California,La Mirada,90638,"33.902045, -118.008961",33.90204620361328,-118.00896453857422,Female,False,False,False,24,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),19.549999237060547,470.20001220703125,No,0,34,2511,,
0168-XZKBB,1,United States,California,Boron,93516,"34.95703, -117.73045",34.95703125,-117.73045349121094,Female,False,True,False,19,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,86.8499984741211,1564.4000244140625,No,0,64,5072,,1.0
0174-QRVVY,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.11902618408203,-117.1660385131836,Male,False,True,True,71,True,True,No,,,,,,,Two year,False,Credit card (automatic),25.350000381469727,1847.550048828125,No,0,68,5747,,
0177-PXBAT,1,United States,California,Desert Center,92239,"33.889605, -115.257009",33.88960647583008,-115.25701141357422,Male,True,True,False,33,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Bank transfer (automatic),109.9000015258789,3694.699951171875,No,0,59,5655,,1.0
0178-CIIKR,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435665130615234,-121.04905700683594,Female,False,False,False,3,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.950000762939453,58.0,No,0,74,5949,,
0178-SZBHO,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.93976974487305,-120.18800354003906,Male,False,True,True,47,True,True,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Electronic check,87.19999694824219,4017.449951171875,No,0,76,3760,,1.0
0181-RITDD,1,United States,California,San Diego,92120,"32.807867, -117.060993",32.807865142822266,-117.06098937988281,Male,False,True,True,62,True,False,Fiber optic,True,True,True,True,True,True,Two year,False,Mailed check,108.1500015258789,6825.64990234375,No,0,43,5298,,
0186-CAERR,1,United States,California,Auburn,95603,"38.912881, -121.082766",38.912879943847656,-121.082763671875,Male,False,False,False,71,True,True,Fiber optic,True,True,True,True,True,True,One year,True,Bank transfer (automatic),116.30000305175781,8309.5498046875,No,0,59,4644,,
0187-QSXOE,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.62363052368164,-119.74132537841797,Male,True,True,False,7,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.0,605.4500122070312,No,0,36,5711,,1.0
